codigo,anio,mes,demanda_total,n_ots,precio_unitario_promedio,km_promedio,marca,stock_actual,stock_minimo,stock_maximo,fecha,lag_1,lag_3,lag_6,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,mes_sin,mes_cos,km_log,km_por_mes,precio_log,sobre_stock,codigo_enc,marca_enc
01001-06086,2026,4,10.0,10,45.0,94678.5,SAKURA C-1011,3.0,0.0,0.0,2026-04-01,6.0,14.0,6.0,13.0,11.333333333333334,6.110100926607784,12.166666666666666,4.020779360604938,0.8660254037844387,-0.4999999999999998,11.45825278266763,2.8645631956669075,3.828641396489095,1,418,87
01001-06086,2026,5,8.0,8,42.75,93446.0,SAKURA C-1011,3.0,0.0,0.0,2026-05-01,10.0,18.0,13.0,9.0,8.0,1.9999999999999982,11.333333333333334,4.320493798938572,0.49999999999999994,-0.8660254037844387,11.445149709639674,2.289029941927935,3.7784916128036232,1,418,87
MC,2025,1,31.0,31,74.19354838709677,89537.09677419355,SIN MARCA,0.0,0.0,0.0,2025-01-01,16.0,27.0,23.0,2.0,23.333333333333332,7.505553499465137,26.5,6.3482280992415525,0.49999999999999994,0.8660254037844387,11.40241947597595,11.40241947597595,4.320065434550611,0,592,1
MC,2025,2,33.0,33,75.0,92589.9696969697,SIN MARCA,0.0,0.0,0.0,2025-02-01,31.0,23.0,34.0,24.0,26.666666666666668,9.29157324317757,26.333333333333332,6.121002096606951,0.8660254037844386,0.5000000000000001,11.435946896407769,5.717973448203884,4.330733340286331,0,592,1
MC,2025,3,58.0,58,75.00137931034483,105886.1724137931,SIN MARCA,0.0,0.0,0.0,2025-03-01,33.0,16.0,28.0,23.0,40.666666666666664,15.044378795195678,31.333333333333332,14.403703227526824,1.0,6.123233995736766e-17,11.570129395015678,3.8567097983385596,4.33075148894197,0,592,1
MC,2025,4,35.0,35,75.0,78423.45714285714,SIN MARCA,0.0,0.0,0.0,2025-04-01,58.0,31.0,27.0,30.0,42.0,13.892443989449806,32.666666666666664,14.292189008919056,0.8660254037844387,-0.4999999999999998,11.269891111043938,2.8174727777609845,4.330733340286331,0,592,1
MC,2025,5,40.0,40,75.625,104467.425,SIN MARCA,0.0,0.0,0.0,2025-05-01,35.0,33.0,23.0,13.0,44.333333333333336,12.096831541082706,35.5,13.6638208419168,0.49999999999999994,-0.8660254037844387,11.556640151619506,2.311328030323901,4.338923394256375,0,592,1
MC,2025,6,25.0,25,77.16,96496.24,SIN MARCA,0.0,0.0,0.0,2025-06-01,40.0,58.0,16.0,20.0,33.333333333333336,7.6376261582597404,37.0,11.401754250991377,1.2246467991473532e-16,-1.0,11.47726968588179,1.9128782809802984,4.358758007734528,0,592,1
MC,2025,7,30.0,30,75.45,113169.06666666668,SIN MARCA,0.0,0.0,0.0,2025-07-01,25.0,35.0,31.0,23.0,31.666666666666668,7.6376261582597404,36.833333333333336,11.513759884011243,-0.4999999999999997,-0.8660254037844388,11.636646981044082,1.6623781401491546,4.336636932375072,0,592,1
MC,2025,8,30.0,30,75.0,76067.0,SIN MARCA,0.0,0.0,0.0,2025-08-01,30.0,40.0,33.0,34.0,28.333333333333332,2.886751345948149,36.333333333333336,11.775681155103793,-0.8660254037844385,-0.5000000000000004,11.239382956072166,1.4049228695090208,4.330733340286331,0,592,1
MC,2025,9,36.0,36,73.33333333333333,109939.16666666669,SIN MARCA,0.0,0.0,0.0,2025-09-01,30.0,25.0,58.0,28.0,32.0,3.4641016151377717,32.666666666666664,5.354126134736339,-1.0,-1.8369701987210297e-16,11.607691557391915,1.2897435063768794,4.308559482792009,0,592,1
MC,2025,10,30.0,30,75.0,93132.36666666668,SIN MARCA,0.0,0.0,0.0,2025-10-01,36.0,30.0,35.0,27.0,32.0,3.4641016151377717,31.833333333333332,5.307227776030223,-0.8660254037844386,0.5000000000000001,11.441787795046631,1.1441787795046632,4.330733340286331,0,592,1
MC,2025,11,31.0,31,75.0,82691.3870967742,SIN MARCA,0.0,0.0,0.0,2025-11-01,30.0,30.0,40.0,23.0,32.333333333333336,3.214550253664337,30.333333333333332,3.5023801430836663,-0.5000000000000004,0.8660254037844384,11.322882822321963,1.029352983847451,4.330733340286331,0,592,1
MC,2025,12,32.0,32,75.0,107941.4375,SIN MARCA,0.0,0.0,0.0,2025-12-01,31.0,36.0,25.0,16.0,31.0,1.0000000000000653,31.5,2.3452078799117273,-2.4492935982947064e-16,1.0,11.589353377907658,0.9657794481589715,4.330733340286331,0,592,1
MC,2026,1,40.0,40,75.0,97590.725,SIN MARCA,0.0,0.0,0.0,2026-01-01,32.0,30.0,30.0,31.0,34.333333333333336,4.932882862316257,33.166666666666664,4.020779360604939,0.49999999999999994,0.8660254037844387,11.488547983970681,11.488547983970681,4.330733340286331,0,592,1
MC,2026,2,45.0,45,75.0,97318.11111111112,SIN MARCA,0.0,0.0,0.0,2026-02-01,40.0,31.0,30.0,33.0,39.0,6.5574385243020075,35.666666666666664,5.887840577551887,0.8660254037844386,0.5000000000000001,11.485750663184467,5.742875331592233,4.330733340286331,0,592,1
MC,2026,3,32.0,32,75.0,90935.84375,SIN MARCA,0.0,0.0,0.0,2026-03-01,45.0,32.0,36.0,58.0,39.0,6.5574385243020075,35.0,6.066300355241233,1.0,6.123233995736766e-17,11.417920519827064,3.8059735066090212,4.330733340286331,0,592,1
MC,2026,4,54.0,54,75.0,95417.18518518518,SIN MARCA,0.0,0.0,0.0,2026-04-01,32.0,40.0,30.0,35.0,43.666666666666664,11.060440015358044,39.0,9.208691546577054,0.8660254037844387,-0.4999999999999998,11.466024459660401,2.8665061149151003,4.330733340286331,0,592,1
MC,2026,5,29.0,29,75.0,90378.31034482758,SIN MARCA,0.0,0.0,0.0,2026-05-01,54.0,45.0,31.0,40.0,38.333333333333336,13.65039681962885,38.666666666666664,9.584710046040328,0.49999999999999994,-0.8660254037844387,11.411770652319069,2.2823541304638137,4.330733340286331,0,592,1
